room_id,hour,day_of_week,is_weekend,month,lecture_scheduled,exam_period,is_holiday,timetable_strength,previous_occupancy,outside_temperature,weather_condition,preferred_temperature,manual_override,previous_ac_status,previous_fan_speed,previous_light_status,occupancy,ac_status,fan_speed,light_status,set_temperature
231,19,Sunday,false,December,1/24/2022,true,true,10,90,25,Snowy,27,true,On,High,Off,26,Off,Low,Off,24
232,18,Sunday,true,February,12/23/2022,true,true,3,11,13,Rainy,15,false,Off,Medium,On,54,On,Low,Off,24
233,19,Saturday,true,January,4/11/2022,false,false,8,25,8,Cloudy,26,false,Off,Low,Off,96,Off,Medium,Off,26
234,12,Tuesday,true,November,10/9/2022,true,false,1,91,-4,Snowy,26,true,On,High,Off,3,Off,Low,Off,25
235,19,Monday,true,May,3/7/2022,false,true,7,23,28,Sunny,21,false,On,High,Off,41,On,Low,On,18
236,3,Tuesday,true,October,12/20/2022,true,false,10,13,6,Sunny,20,false,On,High,On,69,Off,Medium,Off,26
237,3,Friday,true,April,7/27/2022,false,false,5,33,-3,Sunny,26,false,Off,High,Off,72,Off,Low,Off,27
238,13,Saturday,false,September,12/7/2022,false,true,10,1,-13,Cloudy,20,false,On,Low,Off,56,On,Medium,Off,19
239,11,Tuesday,false,March,12/7/2022,true,false,7,29,-6,Sunny,22,false,On,Medium,On,86,Off,Low,On,30
240,11,Sunday,true,June,12/21/2022,false,true,10,24,13,Rainy,27,true,Off,High,Off,78,On,Low,Off,20
241,9,Tuesday,true,September,5/7/2022,false,false,2,89,7,Cloudy,27,false,On,Low,On,10,On,High,On,27
242,4,Sunday,false,January,4/17/2022,true,false,8,82,-10,Sunny,26,false,On,Low,On,20,On,High,On,28
243,6,Monday,true,February,6/20/2022,false,false,7,23,32,Cloudy,16,true,On,Low,Off,33,On,Low,On,23
244,6,Sunday,true,October,3/29/2022,false,true,6,79,-18,Sunny,22,false,Off,Low,On,83,Off,Low,Off,28
245,13,Friday,false,August,7/7/2022,true,true,3,10,20,Sunny,27,false,On,Low,On,98,On,Low,On,20
246,13,Thursday,false,February,11/2/2022,false,false,7,23,20,Sunny,19,true,On,Medium,Off,43,On,High,Off,18
247,1,Tuesday,false,June,1/4/2022,false,true,8,89,6,Snowy,30,false,Off,Low,Off,37,Off,Low,On,28
248,13,Friday,true,September,4/27/2022,false,true,2,18,25,Snowy,20,true,On,Low,Off,66,On,Low,On,24
249,10,Wednesday,false,January,8/8/2022,false,false,9,6,37,Snowy,27,true,Off,Medium,Off,7,On,Medium,Off,15
250,21,Thursday,true,April,1/7/2022,false,true,3,59,38,Snowy,29,true,On,Medium,Off,18,On,Low,On,19
251,14,Sunday,true,February,8/21/2022,true,false,8,16,18,Sunny,30,true,Off,Medium,Off,66,Off,Medium,On,15
252,18,Tuesday,true,February,12/20/2022,true,true,8,81,25,Rainy,21,false,On,Low,Off,13,Off,Medium,On,15
253,20,Tuesday,true,March,10/2/2022,false,true,3,79,-4,Sunny,27,false,On,Low,Off,17,Off,Low,On,28
254,17,Tuesday,true,February,1/19/2022,true,false,6,80,23,Snowy,29,true,On,Low,On,8,On,High,On,23
255,11,Tuesday,false,December,7/5/2022,true,true,3,90,19,Snowy,25,false,On,Low,On,52,On,Medium,On,28
256,23,Monday,true,April,9/21/2022,false,true,3,8,8,Sunny,23,true,On,High,Off,35,On,Low,On,21
257,9,Friday,true,May,1/25/2022,true,true,6,35,9,Snowy,26,true,On,Medium,On,66,On,High,Off,18
258,1,Saturday,true,October,3/20/2022,true,false,6,33,-6,Cloudy,21,true,Off,Medium,On,95,Off,High,On,26
259,10,Sunday,false,July,5/28/2022,false,false,5,3,34,Snowy,19,true,Off,Low,Off,63,Off,Medium,On,19
260,9,Monday,false,January,5/18/2022,true,false,2,18,38,Snowy,27,false,On,High,Off,72,On,Low,Off,29
261,20,Tuesday,false,April,8/19/2022,true,true,4,27,15,Rainy,29,true,Off,High,On,7,Off,High,On,29
262,9,Tuesday,true,June,2/22/2022,false,true,8,9,14,Snowy,26,true,Off,High,Off,77,On,High,Off,19
263,23,Thursday,false,November,12/9/2022,false,true,6,54,6,Snowy,17,false,On,High,Off,10,On,High,On,18
264,22,Tuesday,false,May,10/16/2022,false,false,9,40,19,Cloudy,24,true,Off,High,Off,74,Off,Medium,On,24
265,15,Monday,true,March,5/4/2022,true,false,10,93,-9,Rainy,21,false,On,Medium,Off,73,On,Low,Off,20
266,2,Tuesday,false,December,9/4/2022,true,true,6,98,36,Cloudy,16,true,On,Medium,Off,73,On,High,Off,26
267,7,Sunday,false,February,6/8/2022,true,false,3,24,24,Cloudy,17,false,Off,High,Off,73,On,High,Off,26
268,22,Monday,true,May,8/1/2022,false,false,10,100,3,Cloudy,17,true,On,High,Off,40,Off,Medium,Off,21
269,22,Sunday,true,April,4/1/2022,false,false,3,27,-10,Snowy,15,true,Off,Low,On,87,On,High,On,24
270,13,Thursday,false,June,3/19/2022,false,false,1,21,-1,Sunny,19,true,Off,Medium,Off,0,On,Low,On,21
271,17,Thursday,true,February,4/1/2022,true,false,6,26,27,Rainy,18,true,Off,High,On,43,On,Medium,Off,16
272,10,Saturday,false,August,6/30/2022,false,false,3,74,24,Snowy,22,true,Off,Medium,On,94,On,Low,On,25
273,13,Tuesday,true,February,8/31/2022,false,true,5,100,5,Sunny,22,false,Off,Low,Off,55,Off,Medium,Off,29
274,19,Tuesday,true,February,10/4/2022,true,false,1,53,-5,Snowy,27,false,On,Medium,On,98,On,Low,Off,22
275,13,Monday,false,November,9/9/2022,false,true,5,59,37,Rainy,16,true,On,Medium,Off,41,On,High,Off,18
276,15,Saturday,true,February,6/18/2022,false,true,3,71,-4,Rainy,22,true,Off,Medium,Off,40,Off,Low,On,23
277,11,Monday,true,April,7/16/2022,false,false,5,4,10,Sunny,20,false,On,Medium,Off,85,Off,Low,Off,25
278,9,Wednesday,false,November,12/21/2022,true,true,2,65,26,Snowy,25,true,On,Low,On,25,Off,High,On,26
279,10,Thursday,false,December,2/17/2022,false,true,6,54,3,Cloudy,25,true,Off,Medium,On,11,Off,Medium,Off,25
280,22,Wednesday,true,December,2/23/2022,true,false,3,52,-2,Sunny,21,false,Off,Medium,Off,57,Off,Low,Off,17
281,20,Thursday,true,January,8/27/2022,false,true,4,53,18,Sunny,20,false,Off,High,On,19,On,Medium,On,22
282,5,Sunday,false,December,1/6/2022,true,true,2,62,-15,Snowy,29,true,On,High,Off,48,On,High,Off,17
283,17,Friday,false,January,2/20/2022,false,false,8,99,18,Rainy,28,true,Off,High,On,42,Off,High,Off,20
284,18,Thursday,false,February,3/1/2022,true,false,7,24,-14,Rainy,30,true,Off,Medium,Off,2,Off,High,On,28
285,5,Thursday,true,April,2/21/2022,true,true,6,81,28,Sunny,22,false,Off,Medium,Off,11,Off,Medium,Off,17
286,18,Tuesday,false,February,3/8/2022,false,false,4,39,18,Sunny,21,false,On,Low,On,81,On,Low,Off,30
287,0,Sunday,true,July,8/17/2022,false,true,4,58,-2,Rainy,24,true,Off,Low,On,81,Off,Low,Off,30
288,17,Saturday,false,March,11/14/2022,false,false,1,44,34,Sunny,29,false,Off,Medium,On,79,Off,Low,Off,27
289,5,Saturday,true,May,5/3/2022,false,false,4,77,1,Snowy,19,true,Off,Medium,On,98,On,Low,On,27
290,4,Sunday,true,February,9/28/2022,true,false,9,60,3,Snowy,24,false,On,Low,Off,93,Off,Medium,Off,25
291,3,Saturday,true,April,12/2/2022,true,true,1,46,-6,Sunny,30,true,On,High,Off,6,Off,Medium,Off,20
292,5,Friday,false,February,9/3/2022,false,true,9,75,37,Snowy,16,true,On,Low,Off,12,On,High,On,24
293,17,Tuesday,false,July,6/20/2022,true,true,7,28,5,Cloudy,18,false,On,Low,On,26,On,Medium,Off,18
294,15,Wednesday,false,April,11/11/2022,false,false,5,50,-12,Rainy,29,true,On,Low,On,91,On,Medium,On,20
295,11,Friday,true,September,6/19/2022,true,false,6,97,-5,Sunny,28,true,On,High,Off,70,On,Medium,Off,22
296,1,Thursday,false,January,1/21/2022,true,true,10,94,25,Rainy,26,false,On,Medium,Off,80,On,High,Off,15
297,11,Tuesday,true,February,7/12/2022,false,true,10,69,34,Sunny,24,false,On,Medium,Off,76,Off,High,Off,24
298,5,Thursday,true,January,3/6/2022,false,false,4,10,6,Snowy,21,true,On,Low,Off,45,On,Low,Off,29
299,5,Tuesday,true,August,10/13/2022,false,false,6,23,17,Sunny,21,false,Off,High,On,16,Off,High,On,27
300,2,Friday,true,June,6/26/2022,false,false,9,55,28,Rainy,18,true,Off,Medium,Off,77,On,Medium,Off,20
301,8,Saturday,false,April,3/22/2022,true,true,5,4,14,Snowy,23,false,Off,Low,On,54,Off,High,Off,22
302,9,Tuesday,false,April,5/4/2022,true,false,4,46,-18,Snowy,24,true,On,High,Off,49,On,High,On,16
303,6,Friday,true,August,7/9/2022,true,true,2,15,10,Sunny,17,false,Off,High,Off,28,On,Medium,On,22
304,20,Sunday,false,August,7/25/2022,true,true,9,86,31,Rainy,21,false,On,High,Off,75,On,High,On,17
305,11,Wednesday,true,May,5/9/2022,false,false,6,80,-17,Cloudy,30,true,On,Low,On,69,Off,Low,Off,23
306,7,Saturday,false,March,8/26/2022,true,false,1,11,1,Sunny,27,true,Off,High,On,83,On,Low,Off,17
307,2,Wednesday,false,March,7/12/2022,false,true,6,25,35,Sunny,24,true,On,Low,On,100,On,Medium,On,30
308,10,Tuesday,false,March,10/12/2022,true,false,10,15,16,Snowy,16,false,Off,Low,On,0,On,Low,On,19
309,4,Friday,false,June,12/13/2022,true,true,3,41,-9,Sunny,17,true,Off,Low,Off,33,On,High,On,24
310,23,Thursday,true,February,8/20/2022,true,true,3,49,0,Sunny,30,true,On,Medium,On,17,Off,High,On,24
311,23,Sunday,false,March,7/27/2022,true,true,1,35,-1,Sunny,16,true,On,Low,On,63,On,Low,On,15
312,22,Monday,true,April,1/6/2022,true,false,7,42,12,Cloudy,26,false,On,High,On,49,Off,Medium,On,28
313,3,Thursday,false,July,10/26/2022,true,true,4,76,18,Sunny,26,true,Off,Low,Off,79,Off,Medium,Off,22
314,10,Friday,false,April,3/20/2022,false,false,10,68,-7,Snowy,28,false,Off,High,On,10,On,Medium,Off,20
315,5,Monday,true,November,12/4/2022,false,true,1,2,5,Sunny,30,false,On,Medium,On,85,On,High,Off,25
316,13,Friday,true,May,8/21/2022,false,true,9,28,13,Rainy,18,false,Off,Medium,Off,78,On,High,On,16
317,22,Sunday,false,February,9/16/2022,false,true,10,12,26,Rainy,21,false,On,High,On,41,On,Low,Off,23
318,5,Wednesday,true,November,7/15/2022,false,false,7,8,33,Cloudy,21,false,Off,Medium,Off,81,Off,High,Off,24
319,1,Wednesday,true,July,12/6/2022,true,false,5,33,-13,Snowy,15,false,On,Low,On,14,Off,Low,Off,22
320,12,Monday,false,March,9/28/2022,true,false,7,9,-9,Rainy,29,true,On,Medium,Off,48,On,Medium,Off,19
321,2,Friday,false,February,5/15/2022,false,false,6,44,3,Sunny,19,false,Off,Low,On,34,Off,Medium,Off,15
322,4,Saturday,true,May,1/23/2022,false,true,8,56,32,Sunny,16,false,Off,Low,Off,98,Off,Medium,On,27
323,7,Saturday,true,November,5/25/2022,false,true,5,95,-1,Sunny,15,true,On,High,Off,6,On,Medium,Off,25
324,1,Saturday,true,December,1/18/2022,true,false,8,12,-18,Rainy,27,true,Off,Low,Off,18,On,Medium,Off,15
325,9,Tuesday,false,June,4/26/2022,false,true,3,36,3,Snowy,30,false,On,Medium,On,100,Off,Medium,On,24
326,11,Friday,true,October,2/17/2022,false,false,5,94,2,Cloudy,22,true,On,Medium,Off,12,On,Medium,On,19
327,18,Thursday,true,August,12/29/2022,true,true,6,37,-19,Rainy,27,false,Off,Medium,Off,68,On,Low,Off,26
328,9,Tuesday,true,January,7/29/2022,true,true,4,31,14,Sunny,19,false,On,Low,Off,27,Off,High,Off,27
329,9,Sunday,false,July,2/7/2022,false,false,6,16,8,Cloudy,30,false,Off,Medium,Off,57,On,Low,On,24
330,4,Tuesday,false,July,1/22/2022,false,false,9,59,20,Cloudy,17,false,Off,Medium,Off,95,Off,Medium,On,30
331,14,Wednesday,true,June,12/30/2022,true,false,1,72,17,Snowy,29,true,Off,Medium,On,24,On,Medium,Off,25
332,18,Saturday,false,May,3/18/2022,false,false,3,30,21,Snowy,27,false,Off,Low,On,66,On,Low,Off,30
333,14,Wednesday,true,April,11/15/2022,false,true,3,68,18,Snowy,22,true,On,Medium,Off,88,On,Low,On,30
334,10,Tuesday,true,April,7/7/2022,true,true,9,27,-17,Rainy,19,false,Off,High,On,36,On,Low,Off,26
335,22,Monday,true,June,10/21/2022,false,false,4,6,15,Cloudy,18,true,On,Low,Off,73,Off,Low,On,29
336,2,Thursday,false,September,8/13/2022,false,true,4,83,-4,Cloudy,21,false,On,High,Off,43,Off,Low,On,25
337,6,Sunday,true,March,12/29/2022,true,false,10,29,15,Cloudy,15,true,Off,Low,On,2,Off,High,On,19
338,20,Wednesday,true,May,11/3/2022,false,true,1,40,21,Snowy,20,true,On,High,Off,19,On,High,Off,26
339,5,Wednesday,true,December,6/6/2022,false,false,6,27,20,Snowy,18,false,On,High,Off,22,On,Medium,On,17
340,6,Monday,false,August,3/2/2022,false,true,2,31,2,Sunny,23,false,Off,Low,On,61,Off,Low,Off,20
341,14,Monday,true,January,12/28/2022,false,true,7,53,19,Snowy,15,false,On,Low,Off,17,On,Medium,Off,20
342,12,Tuesday,true,May,7/26/2022,true,false,9,100,-5,Snowy,23,false,Off,High,On,3,Off,Medium,Off,26
343,5,Tuesday,true,March,7/17/2022,true,false,8,69,35,Cloudy,24,true,On,Medium,On,96,On,High,Off,22
344,1,Sunday,true,May,12/12/2022,false,true,4,86,36,Rainy,22,false,Off,Medium,On,39,Off,Medium,On,29
345,3,Tuesday,true,April,6/17/2022,true,false,10,25,-8,Cloudy,15,true,Off,Low,On,76,Off,High,On,30
346,15,Saturday,true,October,11/2/2022,true,true,9,39,33,Cloudy,30,true,On,High,Off,88,On,High,Off,20
347,19,Wednesday,false,April,2/9/2022,false,true,2,43,-7,Snowy,21,false,On,High,Off,17,Off,Low,On,24
348,14,Monday,true,March,5/16/2022,false,false,5,25,33,Sunny,30,true,Off,Low,On,58,On,High,Off,17
349,11,Wednesday,true,December,4/14/2022,true,true,5,21,24,Sunny,24,false,Off,Medium,On,4,On,Medium,Off,24
350,3,Monday,false,February,11/19/2022,false,true,3,55,13,Rainy,23,false,On,Low,On,66,On,Low,On,18
351,23,Thursday,false,May,6/15/2022,true,false,1,56,28,Rainy,24,false,On,Medium,On,29,Off,High,On,17
352,21,Saturday,false,October,5/29/2022,true,true,4,18,26,Cloudy,27,false,On,Low,On,89,On,Low,On,29
353,15,Sunday,true,June,6/26/2022,true,false,8,64,28,Rainy,23,false,Off,Low,Off,48,On,Medium,Off,23
354,18,Monday,true,May,11/1/2022,true,true,8,77,2,Sunny,20,true,Off,Low,On,48,Off,Medium,Off,24
355,5,Tuesday,false,May,10/25/2022,false,true,9,12,-20,Snowy,27,true,Off,Low,On,74,Off,Medium,Off,21
356,5,Sunday,false,August,2/16/2022,true,false,4,47,20,Snowy,28,false,On,Low,On,86,Off,Medium,On,24
357,12,Saturday,true,May,10/19/2022,false,false,2,96,-7,Sunny,17,false,On,High,On,2,Off,High,Off,28
358,22,Thursday,true,August,10/4/2022,false,false,1,13,38,Sunny,26,true,Off,Low,On,65,Off,Low,Off,21
359,3,Saturday,true,August,9/9/2022,false,false,1,21,4,Cloudy,30,true,Off,Low,Off,67,Off,Medium,On,22
360,17,Saturday,true,April,1/14/2022,true,false,9,4,-10,Cloudy,15,true,Off,High,Off,4,Off,Low,On,25
361,15,Sunday,true,April,9/6/2022,false,false,1,34,7,Cloudy,24,true,Off,High,On,45,Off,Medium,Off,22
362,6,Friday,true,September,1/27/2022,true,true,10,5,11,Rainy,16,false,On,Medium,Off,49,Off,High,On,30
363,19,Sunday,true,January,2/20/2022,false,true,9,70,32,Rainy,19,true,On,High,On,73,On,Medium,Off,23
364,1,Sunday,false,September,3/19/2022,true,false,5,33,-19,Rainy,23,false,On,Medium,On,30,On,Low,On,15
365,11,Tuesday,true,January,12/9/2022,true,true,2,68,-19,Cloudy,26,true,Off,Low,Off,85,Off,Low,On,24
366,15,Thursday,true,March,7/13/2022,false,false,5,29,39,Cloudy,28,false,On,Medium,On,43,Off,Medium,On,20
367,15,Thursday,true,January,5/15/2022,false,false,3,7,20,Snowy,22,false,On,Low,Off,24,On,High,Off,25
368,17,Sunday,false,March,1/11/2022,true,true,10,37,38,Snowy,26,false,Off,Low,On,46,Off,High,On,20
369,11,Saturday,true,December,1/2/2022,false,true,6,9,25,Snowy,27,false,Off,Medium,On,69,On,Medium,On,25
370,5,Friday,false,November,8/26/2022,false,true,5,12,-11,Cloudy,18,false,On,Medium,On,91,Off,Low,Off,20
371,2,Monday,true,August,11/9/2022,false,false,7,51,0,Snowy,29,false,Off,Medium,On,70,On,Medium,Off,21
372,13,Saturday,false,December,11/1/2022,false,true,4,45,30,Rainy,15,true,Off,High,Off,20,Off,Low,On,24
373,3,Friday,true,January,10/7/2022,false,false,6,40,23,Snowy,25,false,Off,Low,Off,99,Off,High,Off,24
374,6,Thursday,false,February,10/10/2022,false,false,6,18,-19,Sunny,24,true,Off,Low,Off,70,On,Low,Off,28
375,19,Friday,true,May,1/27/2022,false,true,7,61,17,Snowy,30,true,On,Low,Off,56,On,Low,On,26
376,21,Thursday,true,January,11/24/2022,false,true,1,7,-12,Rainy,17,false,Off,Low,Off,86,Off,Medium,Off,22
377,3,Saturday,true,March,8/27/2022,true,false,7,58,15,Rainy,17,false,On,Medium,On,91,Off,High,On,25
378,4,Saturday,false,January,7/25/2022,true,false,2,67,17,Cloudy,26,true,Off,High,On,23,On,Low,Off,17
379,12,Thursday,false,July,8/15/2022,true,true,2,40,-8,Rainy,19,false,Off,High,On,44,Off,Low,Off,18
380,18,Monday,false,August,10/20/2022,true,true,7,96,-18,Snowy,30,false,Off,Medium,Off,93,On,High,Off,20
381,2,Saturday,false,February,7/14/2022,false,false,10,7,-3,Cloudy,19,false,Off,Medium,Off,24,On,Medium,Off,19
382,6,Thursday,false,November,10/19/2022,true,false,9,10,34,Sunny,22,false,On,High,On,7,On,Medium,Off,16
383,6,Monday,false,July,9/14/2022,true,false,2,27,27,Sunny,26,true,Off,High,On,10,On,Low,On,18
384,16,Wednesday,false,January,7/5/2022,false,false,2,5,-2,Cloudy,20,false,Off,Low,Off,32,Off,High,Off,16
385,0,Thursday,true,December,9/26/2022,true,true,7,78,37,Sunny,20,true,On,High,On,44,Off,High,On,30
386,18,Monday,true,January,3/19/2022,true,false,8,94,12,Snowy,24,true,Off,Low,On,44,On,Medium,On,26
387,13,Sunday,true,October,4/15/2022,true,false,4,9,-14,Rainy,28,false,On,Medium,Off,82,Off,High,On,30
388,5,Wednesday,false,March,12/17/2022,true,true,5,31,4,Snowy,24,false,Off,High,Off,71,On,High,Off,30
389,15,Friday,true,May,5/17/2022,true,true,8,63,-13,Snowy,15,true,On,High,Off,42,Off,High,On,27
390,3,Tuesday,false,January,11/9/2022,true,false,10,69,36,Cloudy,19,false,On,Low,Off,76,Off,Medium,Off,19
391,13,Thursday,true,November,5/6/2022,false,true,9,39,28,Rainy,30,false,On,High,Off,17,On,Low,On,24
392,14,Tuesday,true,April,3/27/2022,false,false,7,67,36,Sunny,22,false,Off,Medium,On,8,Off,Medium,Off,21
393,9,Tuesday,true,October,9/2/2022,false,true,1,15,-11,Snowy,22,false,Off,High,Off,93,Off,High,Off,19
394,8,Wednesday,true,June,9/4/2022,false,true,7,89,39,Snowy,19,true,On,Medium,On,47,Off,High,On,17
395,23,Sunday,false,May,5/29/2022,false,true,1,91,1,Snowy,28,true,Off,High,Off,62,On,Medium,Off,28
396,20,Saturday,false,October,1/13/2022,true,true,9,16,4,Sunny,19,false,Off,High,On,59,Off,High,On,20
397,21,Wednesday,false,February,6/23/2022,true,false,4,39,39,Snowy,18,true,Off,Low,Off,53,Off,Medium,Off,25
398,23,Saturday,false,September,9/12/2022,false,true,7,3,24,Cloudy,21,false,Off,Medium,Off,29,On,Medium,On,21
399,3,Monday,false,May,9/17/2022,false,false,8,31,30,Cloudy,21,true,On,High,On,80,Off,Medium,On,19
400,0,Friday,false,February,8/26/2022,false,false,1,1,-7,Sunny,19,true,On,Medium,On,34,On,Low,Off,23
401,14,Friday,false,October,7/22/2022,false,false,9,65,38,Cloudy,17,true,Off,Medium,On,62,Off,Low,Off,23
402,5,Sunday,false,February,1/27/2022,true,true,4,100,7,Snowy,25,true,On,High,Off,4,Off,High,On,19
403,18,Tuesday,true,January,2/15/2022,false,true,7,24,15,Rainy,26,true,Off,Low,Off,50,On,High,On,22
404,19,Monday,true,November,2/8/2022,true,false,7,65,-10,Rainy,18,false,Off,High,Off,81,On,Low,Off,19
405,22,Friday,false,December,6/1/2022,false,false,3,8,40,Rainy,26,true,On,Medium,Off,63,Off,High,Off,25
406,1,Saturday,true,May,9/30/2022,true,true,1,57,-19,Sunny,18,false,Off,Low,On,17,On,High,Off,24
407,1,Monday,true,April,10/10/2022,true,false,7,78,23,Cloudy,28,false,On,Medium,On,91,Off,Medium,On,30
408,10,Wednesday,true,November,11/27/2022,true,false,5,18,19,Sunny,15,true,Off,Low,Off,38,Off,Low,On,26
409,13,Wednesday,false,March,2/1/2022,true,false,3,74,33,Cloudy,17,false,On,Low,Off,42,On,High,Off,24
410,5,Friday,false,May,3/16/2022,true,false,7,88,38,Snowy,16,true,Off,Low,On,91,On,Low,On,25
411,8,Wednesday,false,April,12/5/2022,true,true,2,6,3,Rainy,23,false,Off,Low,Off,45,Off,High,On,21
412,18,Wednesday,true,October,8/24/2022,true,false,10,9,28,Sunny,24,true,Off,Low,Off,28,Off,High,On,25
413,3,Friday,false,April,2/9/2022,true,false,6,60,17,Sunny,16,true,Off,Medium,Off,84,Off,High,On,26
414,23,Thursday,true,January,7/24/2022,false,false,10,85,-2,Snowy,29,true,On,High,Off,2,Off,Low,Off,22
415,3,Tuesday,true,May,8/2/2022,false,true,8,12,-20,Rainy,19,true,Off,Medium,On,61,Off,High,Off,28
416,16,Saturday,false,December,4/1/2022,true,true,8,0,29,Sunny,25,true,On,Medium,Off,41,On,Medium,Off,28
417,8,Monday,false,October,8/27/2022,true,false,5,1,-11,Snowy,27,true,Off,High,On,74,Off,High,On,16
418,10,Sunday,false,January,6/20/2022,false,false,2,28,-12,Snowy,29,false,On,Medium,On,28,Off,Medium,On,25
419,14,Thursday,false,May,7/11/2022,false,true,10,81,22,Sunny,25,true,On,High,Off,4,Off,Low,Off,18
420,17,Tuesday,true,September,7/8/2022,false,true,10,7,-17,Sunny,28,false,On,Low,Off,0,Off,Low,On,17
421,1,Monday,true,June,7/18/2022,true,true,5,61,11,Sunny,27,true,Off,Low,Off,75,Off,Low,On,21
422,1,Tuesday,true,June,9/21/2022,false,false,10,15,-14,Cloudy,25,true,Off,Low,Off,22,Off,Low,On,26
423,11,Thursday,false,December,7/29/2022,false,true,4,55,29,Sunny,27,false,Off,High,On,64,Off,Low,On,26
424,21,Friday,true,September,5/27/2022,false,false,10,57,-10,Cloudy,26,true,Off,Medium,On,81,On,Medium,Off,20
425,18,Sunday,false,July,6/23/2022,true,false,8,22,35,Rainy,29,true,On,High,Off,41,On,Low,On,19
426,1,Saturday,false,March,3/9/2022,true,true,1,76,8,Snowy,17,false,Off,Low,On,16,On,Low,On,17
427,17,Monday,false,July,4/20/2022,true,false,9,15,11,Cloudy,19,false,On,High,Off,50,Off,Medium,On,27
428,12,Thursday,false,May,9/10/2022,true,true,4,82,-5,Cloudy,28,false,On,High,On,100,On,High,On,18
429,20,Saturday,false,February,8/21/2022,false,false,1,15,-16,Snowy,23,false,Off,Low,On,12,On,Low,Off,15
430,21,Sunday,true,June,10/26/2022,false,false,3,92,24,Sunny,20,true,On,High,On,12,On,Medium,Off,15
431,17,Thursday,true,September,8/30/2022,true,false,6,39,17,Sunny,20,false,On,Low,Off,3,On,Medium,Off,21
432,1,Friday,false,October,1/19/2022,false,true,5,16,32,Rainy,24,false,Off,Medium,On,64,Off,Low,On,23
433,16,Saturday,false,May,4/28/2022,false,true,7,75,8,Rainy,30,false,Off,Medium,On,67,On,Low,On,24
434,7,Friday,false,September,8/6/2022,true,false,7,33,39,Rainy,21,true,On,High,On,83,Off,Low,Off,17
435,8,Wednesday,true,July,1/16/2022,false,false,6,68,30,Sunny,30,false,On,High,On,1,On,High,Off,18
436,8,Sunday,true,March,4/17/2022,false,true,6,80,5,Cloudy,21,true,Off,High,On,90,Off,Low,On,24
437,20,Wednesday,false,May,11/5/2022,false,false,6,23,12,Rainy,29,true,On,Medium,Off,94,Off,Low,On,22
438,6,Friday,true,December,2/13/2022,true,false,7,11,-13,Rainy,27,false,Off,Low,Off,54,On,Medium,On,25
439,17,Sunday,true,December,7/17/2022,true,true,4,55,3,Sunny,23,false,On,Low,On,43,On,High,On,28
440,18,Friday,false,May,11/11/2022,true,true,5,50,-19,Sunny,29,false,Off,Low,Off,72,Off,Low,Off,21
441,11,Friday,false,October,9/30/2022,true,false,1,44,32,Sunny,21,true,On,Low,Off,28,On,Low,On,26
442,12,Thursday,true,December,7/10/2022,true,false,3,39,18,Cloudy,29,false,Off,Low,Off,63,Off,Low,On,27
443,19,Wednesday,true,November,10/11/2022,false,true,5,95,-10,Cloudy,28,false,On,High,Off,9,On,Low,Off,28
444,22,Friday,true,August,11/29/2022,false,false,3,14,38,Rainy,27,false,On,High,Off,17,On,Low,Off,16
445,1,Friday,true,December,4/8/2022,false,false,5,98,9,Sunny,22,false,On,Low,Off,81,On,Medium,On,24
446,6,Sunday,false,September,6/26/2022,false,true,9,70,26,Snowy,15,false,On,Low,Off,28,On,High,Off,18
447,17,Sunday,false,April,7/1/2022,false,true,3,31,17,Snowy,30,true,On,High,Off,89,On,Low,On,22
448,15,Sunday,true,December,5/16/2022,true,true,7,15,-1,Cloudy,21,true,Off,Low,On,30,On,High,On,16
449,23,Thursday,false,September,7/22/2022,true,true,8,67,38,Sunny,26,false,On,High,Off,39,On,Low,On,21
450,9,Thursday,true,August,9/11/2022,false,false,5,19,11,Sunny,26,false,Off,Medium,Off,98,On,High,On,24
451,11,Wednesday,false,February,8/27/2022,false,true,4,53,17,Rainy,29,true,On,Medium,Off,57,Off,Low,On,24
452,4,Tuesday,true,October,8/29/2022,true,false,8,26,21,Sunny,17,true,On,Low,On,92,Off,Low,Off,29
453,21,Monday,false,September,11/14/2022,true,true,9,58,0,Cloudy,18,false,Off,High,On,62,Off,Low,On,30
454,18,Monday,false,January,5/11/2022,false,true,9,33,33,Snowy,24,false,Off,Low,On,62,Off,Medium,Off,29
455,17,Saturday,false,April,8/28/2022,false,false,6,50,31,Snowy,28,false,On,Medium,On,15,Off,Low,Off,25
456,8,Saturday,true,July,6/19/2022,true,false,2,78,13,Cloudy,16,true,Off,Low,Off,58,On,Medium,On,16
457,3,Tuesday,false,May,3/16/2022,true,true,1,72,14,Sunny,16,true,Off,Low,Off,11,Off,Medium,Off,19
458,16,Monday,true,November,9/20/2022,true,true,4,88,-6,Cloudy,15,false,On,Low,Off,24,On,Low,Off,23
459,11,Friday,false,October,7/4/2022,true,true,5,73,6,Sunny,16,true,Off,High,On,14,On,Low,Off,30
460,12,Tuesday,false,July,6/26/2022,false,false,4,0,-4,Sunny,29,false,On,High,Off,95,On,Medium,Off,23
461,13,Sunday,false,April,8/15/2022,false,false,9,81,2,Snowy,23,false,On,Medium,On,55,On,Low,On,20
462,22,Monday,false,May,2/22/2022,false,true,10,47,40,Rainy,20,true,On,Medium,Off,45,Off,Medium,On,23
